proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1f,Elect Director Ken C. Hicks,Management,For,For,AVERY DENNISON CORPORATION,"APR 23, 2020",AVY,053611109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1g,Elect Director Andres A. Lopez,Management,For,For,AVERY DENNISON CORPORATION,"APR 23, 2020",AVY,053611109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1h,Elect Director Patrick T. Siewert,Management,For,For,AVERY DENNISON CORPORATION,"APR 23, 2020",AVY,053611109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1i,Elect Director Julia A. Stewart,Management,For,For,AVERY DENNISON CORPORATION,"APR 23, 2020",AVY,053611109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1j,Elect Director Martha N. Sullivan,Management,For,For,AVERY DENNISON CORPORATION,"APR 23, 2020",AVY,053611109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVERY DENNISON CORPORATION,"APR 23, 2020",AVY,053611109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,AVERY DENNISON CORPORATION,"APR 23, 2020",AVY,053611109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.1,Elect Director Catherine M. Burzik,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.2,Elect Director R. Andrew Eckert,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.3,Elect Director Vincent A. Forlenza,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.4,Elect Director Claire M. Fraser,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.5,Elect Director Jeffrey W. Henderson,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.6,Elect Director Christopher Jones,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.7,Elect Director Marshall O. Larsen,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.8,Elect Director David F. Melcher,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.9,Elect Director Thomas E. Polen,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.10,Elect Director Claire Pomeroy,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.11,Elect Director Rebecca W. Rimel,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.12,Elect Director Timothy M. Ring,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.13,Elect Director Bertram L. Scott,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Amend Omnibus Stock Plan,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
5,Amend Omnibus Stock Plan,Management,For,For,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
6,Reduce Ownership Threshold for Shareholders to Call Special Meeting,Shareholder,Against,Against,"BECTON, DICKINSON AND COMPANY","JAN 28, 2020",BDX,075887109,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.1,Elect Director Anthony M. Jabbour,Management,For,For,"BLACK KNIGHT, INC.","JUN 10, 2020",BKI,09215C105,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.2,Elect Director Richard N. Massey,Management,For,For,"BLACK KNIGHT, INC.","JUN 10, 2020",BKI,09215C105,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.3,Elect Director John D. Rood,Management,For,For,"BLACK KNIGHT, INC.","JUN 10, 2020",BKI,09215C105,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.4,Elect Director Nancy L. Shanik,Management,For,For,"BLACK KNIGHT, INC.","JUN 10, 2020",BKI,09215C105,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"BLACK KNIGHT, INC.","JUN 10, 2020",BKI,09215C105,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Ratify KPMG LLP as Auditors,Management,For,For,"BLACK KNIGHT, INC.","JUN 10, 2020",BKI,09215C105,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1a,Elect Director Melody C. Barnes,Management,For,For,BOOZ ALLEN HAMILTON HOLDING CORPORATION,"JUL 25, 2019",BAH,099502106,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1b,Elect Director Ellen Jewett,Management,For,For,BOOZ ALLEN HAMILTON HOLDING CORPORATION,"JUL 25, 2019",BAH,099502106,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1c,Elect Director Arthur E. Johnson,Management,For,For,BOOZ ALLEN HAMILTON HOLDING CORPORATION,"JUL 25, 2019",BAH,099502106,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1d,Elect Director Charles O. Rossotti,Management,For,For,BOOZ ALLEN HAMILTON HOLDING CORPORATION,"JUL 25, 2019",BAH,099502106,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,BOOZ ALLEN HAMILTON HOLDING CORPORATION,"JUL 25, 2019",BAH,099502106,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,BOOZ ALLEN HAMILTON HOLDING CORPORATION,"JUL 25, 2019",BAH,099502106,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Eliminate Classes of Common Stock,Management,For,For,BOOZ ALLEN HAMILTON HOLDING CORPORATION,"JUL 25, 2019",BAH,099502106,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1a,Elect Director Nelda J. Connors,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1b,Elect Director Charles J. Dockendorff,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1c,Elect Director Yoshiaki Fujimori,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1d,Elect Director Donna A. James,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1e,Elect Director Edward J. Ludwig,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1f,Elect Director Stephen P. MacMillan,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1g,Elect Director Michael F. Mahoney,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1h,Elect Director David J. Roux,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1i,Elect Director John E. Sununu,Management,For,For,BOSTON SCIENTIFIC CORPORATION,"MAY 07, 2020",BSX,101137107,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
