fund_name,proposal_number,rec,vote_cast,sponsor,proxy_card,proxy_contest,proposal,company_name,ticker,cusip,meeting_type,meeting_date,record_date,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
SPDR Bloomberg Convertible Securities ETF,1f,For,For,Management,,False,Elect Director Colette D. Honorable,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1g,For,For,Management,,False,Elect Director Donald M. James,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1h,For,For,Management,,False,Elect Director John D. Johns,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1i,For,For,Management,,False,Elect Director Dale E. Klein,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1j,For,For,Management,,False,Elect Director David E. Meador,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1k,For,For,Management,,False,Elect Director Ernest J. Moniz,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1l,For,For,Management,,False,"Elect Director William G. Smith, Jr.",THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1m,For,For,Management,,False,Elect Director Kristine L. Svinicki,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1n,For,For,Management,,False,Elect Director Lizanne Thomas,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1o,For,For,Management,,False,Elect Director Christopher C. Womack,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,1p,For,For,Management,,False,"Elect Director E. Jenner Wood, III",THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,2,For,For,Management,,False,Advisory Vote to Ratify Named Executive Officers' Compensation,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,3,One Year,One Year,Management,,False,Advisory Vote on Say on Pay Frequency,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,4,For,For,Management,,False,Ratify Deloitte & Touche LLP as Auditors,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,5,For,For,Management,,False,Eliminate Supermajority Vote Requirement,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,6,Against,For,Shareholder,,False,Adopt Simple Majority Vote,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,7,Against,Against,Shareholder,,False,Adopt Scope 3 GHG Emissions Reduction Targets Aligned with Paris Agreement Goal,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg Convertible Securities ETF,8,Against,Against,Shareholder,,False,Report on Feasibility of Net-Zero GHG Emissions,THE SOUTHERN COMPANY,SO,842587107,Annual,"MAY 24, 2023","MAR 27, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg Convertible Securities ETF,99,0001064642,S000022925,SPDR(R) Bloomberg Convertible Securities ETF,C000066456,SPDR(R) Bloomberg Convertible Securities ETF,CWB
SPDR Bloomberg High Yield Bond ETF,1a,For,For,Management,,False,Elect Director Paul M. Bisaro,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1b,For,For,Management,,False,Elect Director Daniel A. Celentano,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1c,For,For,Management,,False,Elect Director Riad H. El-Dada,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1d,For,For,Management,,False,Elect Director Neal P. Goldman,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1e,For,For,Management,,False,Elect Director Karen L. Ling,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1f,For,For,Management,,False,"Elect Director Woodrow A. Myers, Jr.",MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1g,For,For,Management,,False,Elect Director James R. Sulat,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1h,For,For,Management,,False,Elect Director Sigurdur O. Olafsson,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,2,For,For,Management,,False,Ratify Deloitte & Touche LLP as Auditors and Authorise Their Remuneration,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,3,For,Against,Management,,False,Advisory Vote to Ratify Named Executive Officers' Compensation,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,4,For,For,Management,,False,Authorize Market Purchases or Overseas Market Purchases of Ordinary Shares,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,5,For,For,Management,,False,Determine Price Range for Reissuance of Treasury Shares,MALLINCKRODT PLC,MNKPF,G5890A102,Annual,"SEP 29, 2022","AUG 10, 2022",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1a,For,For,Management,,False,Elect Director Paul M. Bisaro,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1b,For,For,Management,,False,Elect Director Daniel A. Celentano,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1c,For,For,Management,,False,Elect Director Riad H. El-Dada,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1d,For,Against,Management,,False,Elect Director Neal P. Goldman,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1e,For,For,Management,,False,Elect Director Karen L. Ling,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1f,For,For,Management,,False,"Elect Director Woodrow A. Myers, Jr.",MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
