fund_name,proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,filer__former_company_2__former_conformed_name,filer__former_company_2__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.5,DIRECTOR: GABRIEL DE ALBA,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012110,Class A,GTRAX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.5,DIRECTOR: GABRIEL DE ALBA,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012112,Class C,PCTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.5,DIRECTOR: GABRIEL DE ALBA,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012113,Class Z,PZTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.5,DIRECTOR: GABRIEL DE ALBA,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000109121,Class R6,PGTQX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.5,DIRECTOR: GABRIEL DE ALBA,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196748,Class R2,PGTOX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.5,DIRECTOR: GABRIEL DE ALBA,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196749,Class R4,PGTSX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.6,DIRECTOR: RUSSELL FORD,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012110,Class A,GTRAX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.6,DIRECTOR: RUSSELL FORD,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012112,Class C,PCTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.6,DIRECTOR: RUSSELL FORD,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012113,Class Z,PZTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.6,DIRECTOR: RUSSELL FORD,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000109121,Class R6,PGTQX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.6,DIRECTOR: RUSSELL FORD,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196748,Class R2,PGTOX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.6,DIRECTOR: RUSSELL FORD,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196749,Class R4,PGTSX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.7,DIRECTOR: VERONIQUE GIRY,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012110,Class A,GTRAX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.7,DIRECTOR: VERONIQUE GIRY,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012112,Class C,PCTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.7,DIRECTOR: VERONIQUE GIRY,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012113,Class Z,PZTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.7,DIRECTOR: VERONIQUE GIRY,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000109121,Class R6,PGTQX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.7,DIRECTOR: VERONIQUE GIRY,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196748,Class R2,PGTOX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",2.7,DIRECTOR: VERONIQUE GIRY,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196749,Class R4,PGTSX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",3,Appointment of Ernst & Young LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012110,Class A,GTRAX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",3,Appointment of Ernst & Young LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012112,Class C,PCTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",3,Appointment of Ernst & Young LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000012113,Class Z,PZTRX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",3,Appointment of Ernst & Young LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000109121,Class R6,PGTQX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",3,Appointment of Ernst & Young LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196748,Class R2,PGTOX
"PGIM Global Total Return Fund - Subadviser: PGIM Fixed Income, a business unit of PGIM Inc.",3,Appointment of Ernst & Young LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration,Management,FOR,FOR,FRONTERA ENERGY CORP,"MAY 19, 2021",FEC,35905B107,"APR 09, 2021",ANNUAL,False,"PRUDENTIAL GLOBAL TOTAL RETURN FUND, INC.",0000793159,133352347,MD,1031,N-PX,1940 Act,811-04661,211207066,655 BROAD STREET,NEWARK,NJ,07102,(973) 367-8982,655 BROAD STREET,NEWARK,NJ,07102,DRYDEN GLOBAL TOTAL RETURN FUND INC,20030716,PRUDENTIAL GLOBAL TOTAL RETURN FUND INC,19990816,GLOBAL TOTAL RETURN FUND INC /MD,19950301,0001683863-21-004652,20210630,20210825,20210825,20210825,PGIM Global Total Return Fund,90,0000793159,S000004375,PGIM Global Total Return Fund,C000196749,Class R4,PGTSX
